"3 규모(30 ~ 99 인)","고졸","남","30 ~ 34",31.9,21.7,195.6,166.2,29.4,8.1,3359
"3 규모(30 ~ 99 인)","고졸","남","35 ~ 39",37.0,21.8,196.0,168.0,28.0,7.8,3672
"3 규모(30 ~ 99 인)","고졸","남","40 ~ 44",42.0,21.7,190.3,166.4,23.9,7.4,3969
"3 규모(30 ~ 99 인)","고졸","남","45 ~ 49",47.1,22.0,190.6,168.1,22.6,7.9,4145
"3 규모(30 ~ 99 인)","고졸","남","50 ~ 54",52.0,21.8,187.5,166.0,21.6,6.7,4244
"3 규모(30 ~ 99 인)","고졸","남","55 ~ 59",57.0,21.6,183.4,164.4,18.9,5.7,3845
"3 규모(30 ~ 99 인)","고졸","남","60세 ~",65.1,21.3,173.0,161.9,11.1,3.5,2971
"3 규모(30 ~ 99 인)","고졸","여","20 ~ 24",22.2,20.4,163.7,158.0,5.7,0.9,2397
"3 규모(30 ~ 99 인)","고졸","여","25 ~ 29",26.9,21.0,171.3,161.9,9.4,2.5,2553
"3 규모(30 ~ 99 인)","고졸","여","30 ~ 34",32.1,21.3,180.1,164.9,15.2,3.8,2758
"3 규모(30 ~ 99 인)","고졸","여","35 ~ 39",37.0,21.3,176.9,162.1,14.9,4.1,2820
"3 규모(30 ~ 99 인)","고졸","여","40 ~ 44",42.2,21.2,171.4,158.7,12.8,3.8,2711
"3 규모(30 ~ 99 인)","고졸","여","45 ~ 49",47.3,21.2,168.5,155.3,13.2,3.9,2667
"3 규모(30 ~ 99 인)","고졸","여","50 ~ 54",52.2,21.1,163.9,152.2,11.7,3.6,2526
"3 규모(30 ~ 99 인)","고졸","여","55 ~ 59",57.0,21.0,154.4,144.1,10.3,2.8,2232
"3 규모(30 ~ 99 인)","고졸","여","60세 ~",64.5,20.9,125.5,119.5,6.0,1.6,1719
"3 규모(30 ~ 99 인)","전문대졸","전체","20 ~ 24",22.8,21.1,174.4,165.7,8.7,1.9,2493
"3 규모(30 ~ 99 인)","전문대졸","전체","25 ~ 29",27.2,21.2,176.4,166.3,10.1,2.5,2902
"3 규모(30 ~ 99 인)","전문대졸","전체","30 ~ 34",31.9,21.1,177.5,165.9,11.6,2.9,3300
"3 규모(30 ~ 99 인)","전문대졸","전체","35 ~ 39",37.1,21.2,178.4,165.5,12.9,3.9,3778
"3 규모(30 ~ 99 인)","전문대졸","전체","40 ~ 44",42.0,21.3,178.1,164.3,13.8,4.2,4118
"3 규모(30 ~ 99 인)","전문대졸","전체","45 ~ 49",47.0,21.2,176.5,163.8,12.7,3.7,4265
"3 규모(30 ~ 99 인)","전문대졸","전체","50 ~ 54",51.8,21.3,173.9,160.9,13.0,4.1,4253
"3 규모(30 ~ 99 인)","전문대졸","전체","55 ~ 59",56.8,21.2,168.9,158.1,10.7,3.6,4257
"3 규모(30 ~ 99 인)","전문대졸","전체","60세 ~",64.1,20.9,160.7,152.9,7.8,2.6,3111
"3 규모(30 ~ 99 인)","전문대졸","남","20 ~ 24",23.1,20.9,174.8,163.2,11.6,3.1,2650
"3 규모(30 ~ 99 인)","전문대졸","남","25 ~ 29",27.3,21.3,179.0,165.6,13.4,3.8,3042
"3 규모(30 ~ 99 인)","전문대졸","남","30 ~ 34",31.9,21.2,181.6,166.1,15.5,4.2,3525
"3 규모(30 ~ 99 인)","전문대졸","남","35 ~ 39",37.1,21.5,184.1,168.0,16.1,5.0,4079
"3 규모(30 ~ 99 인)","전문대졸","남","40 ~ 44",42.1,21.5,183.1,166.4,16.7,5.3,4505
"3 규모(30 ~ 99 인)","전문대졸","남","45 ~ 49",47.0,21.3,182.7,167.3,15.4,4.5,4798
"3 규모(30 ~ 99 인)","전문대졸","남","50 ~ 54",51.8,21.3,181.0,165.6,15.5,5.0,5250
"3 규모(30 ~ 99 인)","전문대졸","남","55 ~ 59",56.8,21.2,175.5,162.8,12.7,4.0,5519
"3 규모(30 ~ 99 인)","전문대졸","남","60세 ~",64.5,20.9,172.8,162.8,9.9,3.4,3615
"3 규모(30 ~ 99 인)","전문대졸","여","20 ~ 24",22.7,21.2,174.1,167.2,6.9,1.1,2393
"3 규모(30 ~ 99 인)","전문대졸","여","25 ~ 29",27.1,21.2,173.6,167.0,6.6,1.2,2756
"3 규모(30 ~ 99 인)","전문대졸","여","30 ~ 34",31.8,21.1,171.9,165.6,6.3,1.3,2988
"3 규모(30 ~ 99 인)","전문대졸","여","35 ~ 39",37.1,20.8,168.5,161.2,7.2,1.9,3251
"3 규모(30 ~ 99 인)","전문대졸","여","40 ~ 44",42.0,20.9,168.7,160.3,8.4,2.0,3375
"3 규모(30 ~ 99 인)","전문대졸","여","45 ~ 49",47.0,20.9,165.9,157.9,8.0,2.4,3352
